Caption,Image Link 1,Image Link 10,Image Link 2,Image Link 3,Image Link 4,Image Link 5,Image Link 6,Image Link 7,Image Link 8,Image Link 9,Image URLs,Likes,Media Count,Number of Comments,Post Owner
Swipe to see the before and after of our Fall-Winter 23 campaign.,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3242391515275375427_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3242391515275326766_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3242389938158298307_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3242389938108064621_7900577635.mp4,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3242389938107847868_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3242389938099529157_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3242389938091276845_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3241141607230811704_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3241141607197149449_7900577635.jpg,,1748,9,21,farmrio
Check for outfit inspo guided by our #FARMRioLovers ✨,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3241141607180444107_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3241141607180361030_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3241141607180335161_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3241141607171885056_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3241141607163743278_7900577635.jpg,,,,,,1839,5,20,farmrio
Discover how the smallest details elevate your wardrobe.,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3238237473993221946_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3238237473926259668_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3238237473892475276_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3238237473884157655_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3238237473875901168_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3238237473867539666_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3238237473867380477_7900577635.jpg,,,,1727,7,21,farmrio
"MAXI DRESSES EDIT: Easy to wear, hard to forget. Tap to shop!",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3238237473859150617_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3238113863332851213_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3238113863291107088_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3238113863223864980_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3238113863215591574_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3238113863215484714_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3238113863215462223_7900577635.jpg,,,,1425,7,19,farmrio
"These Fall-Winter best sellers are unforgettable. Visit our stores to discover what everyone's raving about, or shop 24/7 at farmrio.com ✨",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3238113863207214146_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3238085333157133522_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3238085333157025928_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3238085333156975477_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3238085333098189579_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3238085333089986235_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3238085333089938993_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3238083322743326346_7900577635.jpg,,,4051,8,33,farmrio
"Play around with style, and enjoy every little detail. Swipe for outfit inspo guided by @inesisaias. #FARMRioLovers",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3238083322508465144_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3238083322508433052_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3238083322508304007_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3238083322508238348_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3238083322491567467_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3236694084399343838_7900577635.mp4,,,,,2239,6,14,farmrio
"A warm welcome to chilly days.
W/ @arthurkelso. #FARMRioLovers",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3235879995259389359_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3235879995150365070_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3235879995142023734_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3235879995141798913_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3235851928763820685_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3235851928721687442_7900577635.jpg,,,,,517,6,5,farmrio
"1 STYLE, 4 LONDON SCENARIOS: we invited local creatives to pick their go-to Fall-Winter piece from our latest collection and style four outfits to enjoy the iconic London moments we adore and can never get enough of.
 
Fernanda Liberti is a carioca artist based in London. She currently works freelance internationally, with a diverse range of clients in Fashion, Art and Advertising, and as an associate lecturer at the University of the Arts London. In addition, she is working on her first photo book, and on her next multi-media project, Dust from Home, supported by the Deloitte Grant. 
 
Follow @libertife as she styles the Red V Neckline Long Sleeve Midi Dress at her favorite spots. #FARMRioLovers",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3235851928713524111_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3235851928713442780_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3235851928705163869_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3235846623564919292_7900577635.jpg,,,,,,,969,4,11,farmrio
"Congrats, @mylifewithprints! ✨ You've won an $800 gift card to grab all your FARM Rio faves. Check your DMs, run to our website, and don't forget to tag #FARMRioLovers on your next posts.

- - 

It’s time to color the season one gift at a time! Follow these steps to enter our Gift Guide Giveaway and you could be the lucky winner! 🤩

HOW TO:
Follow @‌farmrio
Tag a friend in the comments (one entry per friend!)
The more tags, the more entries (fake and verified accounts are not eligible)

PRIZE:
1 (one) gift card of $800 (eight hundred dollars) to be used on the FARM Rio website (valid until December 31st, 2023).

T&Cs apply (18+, open to the US, UK, and EU). Entries must be received from November 15th, 2023, until November 17th, 2023, at 12:00 PM EST. The winners will be announced on November 17th, 2023, at 12:30 PM EST at @‌farmrio. Read the full terms on the link in bio.

*The contest is not sponsored, endorsed, administered, or associated with Instagram.",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3235846623547954294_7900577635.jpg,,,,,,,,,,,3101,1,3469,farmrio
Embark on a journey of inspiration guided by @maricalazan. #FARMRioLovers,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3235846623514455779_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3235846623514360386_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3235846623506072515_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3235846623505951212_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3235846623505943376_7900577635.jpg,,,,,,976,5,7,farmrio
Get you mountain glow on. See you at the ski station. ✨,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3235339823421836263_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3235339823421732863_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3235339823413459217_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3235339823413413581_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3235339823371457525_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3235339823371274415_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3235339823371257753_7900577635.jpg,,,,859,7,5,farmrio
Remember to make a colorful statement next time you hang up your coat. Find your next solid color dress in our Stores or online at farmrio.com,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3235339823346293967_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3235318733462950469_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3235318733395954565_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3235318733395775906_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3235318733387529385_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3235318733379100680_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3235318733379007013_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3233248640142837998_7900577635.jpg,,,984,8,6,farmrio
Bloom into the season's most magical moments with our Black Vintage Garden matching set. @lisepierron #FARMRioLovers,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3233248640142749219_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3233248640084062303_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3233248640084016834_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3233248640075709692_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3233248640067311978_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3233248640059007814_7900577635.jpg,,,,,4229,6,30,farmrio
"It's not just the season, it's a vibe! Our #FARMRioLovers are glowing all year round, and we want you to feel the same. Tag us and share your favorite FARM Rio look. ✨

@jujubonjour

@olgikush

@raquelcostagomess

@ascellelou",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3232516011248568441_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3232516011240183420_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3232516011239966082_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3232516011231699780_7900577635.jpg,,,,,,,806,4,3,farmrio
"1 STYLE, 3 LONDON SCENARIOS: we invited local creatives to pick their go-to Fall-Winter piece from our latest collection and style three outfits to enjoy the iconic London moments we adore and can never get enough of.
 
Iwana Cristal is a Dutch model, influencer, and founder of the brand East Wood St. A keen skateboarder and dancer, her alternative style and distinctive look fit seamlessly with her modeling credentials for Pilgrim, Fashion East, and the emerging brand HRH.
 
Follow @iwanacristal as she styles the Black Sweet Mermaids Knit Blazer from walks around central London to pub crawling and escaping from the cold in bookshops. #FARMRioLovers",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3231748664841626991_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3231748664807973392_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3231748664791234881_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3231748664791215295_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3231748664774595634_7900577635.jpg,,,,,,771,5,6,farmrio
A sudden FARM Rio twist to your holiday wishlist. What’s your favorite pick? 🎄,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3231633629293211453_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3231633629242955527_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3231633629242740297_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3231633629234421649_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3231633629226002731_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3231611937896522689_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3231611937887965776_7900577635.jpg,,,,1864,7,16,farmrio
"For all the last-minute gifters out there, we've got your back with our ultimate Gift Guide – guaranteed smiles from the moment they unwrap the box. ✨",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3231611937820975579_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3231610555302839490_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3231610555252412924_7900577635.jpg,,,,,,,,1006,3,8,farmrio
NEW IN: the perfect gift guide for the sunshine in your life. Tap to shop.,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3231610555244124208_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3231610555244053480_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3231610555235589526_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3230781741094026669_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3230781741043765995_7900577635.jpg,,,,,,2549,5,17,farmrio
"If you're looking for a piece that brings joy to your day and follows your every move, look no further. Swipe for inspiration from the #FARMRioLovers of the week.

@lucy_monto 
@marthc12 
@sallyquinnsullivan
@nicoleocran
@re.artsy",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3230781741035230071_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3230781741035162347_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3230781741027004972_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3230781741026992418_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3230781741026777687_7900577635.jpg,,,,,,1028,5,11,farmrio
"Light up the holiday celebrations with sparkling styles, elevated in every detail.",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3230781741001811739_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3228142420725627509_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3228142420683905709_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3228142420667074027_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3228142420667017350_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3228142420666887581_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3228142420666882943_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3228142420658708467_7900577635.jpg,,,2093,8,27,farmrio
"Even during the chilliest weather, the cozy atmosphere behind the scenes of our FW23 campaign is sure to brighten your spirits. 

Swipe for a glimpse of our memories.",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3227983898708814112_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3227983898700577101_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3227983898683837752_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3227983898683649211_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3227983898641719935_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3227983898633526917_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3227983898633363162_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3227983898633354473_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3227983898616736252_7900577635.jpg,,2093,9,13,farmrio
"When they say 'black outfits,' we say 'which one?' 🖤",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3227982346430498030_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3227982346430448043_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3227982346380350716_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3227982346380332582_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3227982346371982594_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3227982346371783103_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3227982346371746320_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3227982346363596439_7900577635.jpg,,,1576,8,21,farmrio
"Have you discovered the FW23 Collection yet? If you're in doubt, let the #FARMRioLovers' faves inspire your next wardrobe addition.

@luizarosas
@pesanuza
@marthapinel 
@imbarbarasanchez",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3227975146672796671_7900577635.mp4,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3227974005209808379_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3227974005209744128_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3227974005201530968_7900577635.jpg,,,,,,,783,4,9,farmrio
"NEW IN: timeless memories are waiting for you (and a radiant party outfit, too). Tap to light up every room.",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3227974005193162748_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3227971394112852518_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3227971394104605641_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3227971394104482474_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3227971394096234092_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3227971394096129370_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3227971394087906956_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3227971394054285312_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3227971394037512072_7900577635.jpg,,1332,9,15,farmrio
"Being part of a certified B Corp group signifies a continuous focus on the future, reaffirming our commitment to creating a more responsible fashion.

Discover our next steps!",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3227971394020663459_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3227392612717170616_7900577635.mp4,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3226517226114307581_7900577635.mp4,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3226491085643190486_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3226491085634879671_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3226491085492229553_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3226491085483851748_7900577635.jpg,,,,591,7,4,farmrio
We want to tell the world that we are now B Corp Certified! Step into our stores or visit our website to learn more about our commitment to responsible business practices.,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3226491085467057295_7900577635.jpg,,,,,,,,,,,2316,1,36,farmrio
"Curious about our path to B Corp certification?

It all began in 2016 and took a lot of hard work. We created strategies, made changes through our sustainability pillars (people, circularity, nature, and culture), and focused on becoming a better company for our team, society, and the environment.

This is not the end point but part of our long journey. We still have much to do, but we want to celebrate this huge milestone and all the steps that brought us here.",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3226491085450338835_7900577635.jpg,,,,,,,,,,,787,1,10,farmrio
"The journey to B Corp Certification involved cultivating local partnerships, reducing production impact, planting 1,000 trees daily, and embracing sustainability in workplace policies.

Swipe for more details.",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3226491085332844681_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3226461339840464117_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3226461339689493408_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3226461339689449626_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3226461339656027656_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3226461339580380181_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3226461339572011196_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3226461339563801296_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3226461339563593953_7900577635.jpg,,1201,9,8,farmrio
"Proud to be B of Brasil!

After putting in a lot of effort since 2016, we have achieved a score of 85.1 points alongside the largest fashion retail group in Brasil, @somosgruposoma. Being part of a B Corp-certified company is a collective achievement with an impact both within and outside the company.

We believe the certification will help us to continue contributing to a more responsible and conscious fashion industry, but this achievement is just one more step in our journey. We hold ourselves accountable to sustainability goals and ethical practices, embracing them in everything we do. And even though we still have so much to accomplish, moving forward is the only way to build a better future, as long as we do it together.

Swipe to discover more about what's behind the seal.",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3226461339555412662_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3225943491196169215_7900577635.mp4,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3225218357749368513_7900577635.mp4,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3224493939297429031_7900577635.mp4,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3223617924673213774_7900577635.mp4,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3221534469541902099_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3221534469516853611_7900577635.jpg,,,,662,7,8,farmrio
"We are part of the B Corp movement! As one of the 25 Brazilian textile companies to receive this certification with @somosgruposoma from @bcorporation, we are proud to be part of the global movement towards building an inclusive, equitable, and regenerative economy. 

This marks our commitment to an internal transformation to give back to the world!",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3221534469516709243_7900577635.jpg,,,,,,,,,,,1700,1,37,farmrio
Every day is a runway when you’ve got the right style. w/ @superblondie #FARMRioLovers,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3221534469483289131_7900577635.jpg,,,,,,,,,,,1047,1,29,farmrio
Finally figuring out how to use the copy machine.,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3221534469474818932_7900577635.jpg,,,,,,,,,,,2911,1,49,farmrio
"One coat, double the fun. ✨ w/ @marthapinel #FARMRioLovers",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3221420294908081793_7900577635.jpg,,,,,,,,,,,2249,1,40,farmrio
"Have you visited our store in SoHo yet? Besides exploring our FW23 Collection IRL, you'll also have the opportunity to meet FARM Rio & Friends - brands and people with strong identities and values, creating innovative ideas that blend our cultures and elevate our craftsmanship. 

Come and see us at 113 Prince Street, New York! 👋",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3221420294865997813_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3221420294857689208_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3221419242884410387_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3221419242867610315_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3221419242817312294_7900577635.jpg,,,,,,812,5,17,farmrio
"Tag your fashion soulmate who’s always camera-ready, rain or shine! 👯‍♀️",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3221419242817258899_7900577635.jpg,,,,,,,,,,,2743,1,40,farmrio
You look fantastic @selenagomez. ✨,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3217970951626529849_7900577635_condensed.mp4,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3217789384560060361_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3217789384543211734_7900577635.jpg,,,,,,,,11371,3,90,farmrio
"When they ask how Fashion Week was, just send them this. 💘💐 w/ @marie_mag_ #FARMRioLovers",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3217789384534843048_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3217789384534811908_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3217789384476178149_7900577635.mp4,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3217789384476087967_7900577635.jpg,,,,,,,1069,4,14,farmrio
