Caption,Image Link 1,Image Link 10,Image Link 2,Image Link 3,Image Link 4,Image Link 5,Image Link 6,Image Link 7,Image Link 8,Image Link 9,Image URLs,Likes,Media Count,Number of Comments,Post Owner
"FARM RIO <3 YAWANAWA: Seven years ago, we embarked on a transformative journey from our hometown, Rio de Janeiro, to the indigenous territory of Rio Gregório within the Amazon rainforest. During our visit, we had the opportunity to meet the Yawanawa women who forever transformed our relationship with nature and our feminine essence. 

Over time, our relationship has blossomed in many ways. We’ve started a creative collaboration with the artisans, showcasing and selling their bead jewelry and later evolving into creating collaborative capsule collections. Yet, our most significant collective accomplishment is empowering 180 women through direct income generation. These talented women emerged as the primary providers for their households and are now sparking a shift in gender roles with positive impacts for future generations. Learn more about our collaboration – link in bio",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3294002456706049572_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3294002456697738976_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3293998030624892313_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3293998030624778305_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3293998030566025701_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3293998030565948451_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3293998030557706705_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3293998030557695753_7900577635.jpg,,,8201,8,75,farmrio
"This year, our long-lasting partnership with the Yawanawa women turns a new leaf as we introduce a new collaborative capsule with pieces that are living stories of their land and culture. One of them is called Rauti. 

While carrying the timeless wisdom of the forest, the vibrant beaded compositions of the Yawanawa also represent a recent expression. They embody a path of female empowerment within the community—one of the few in Brasil led by a female pajé (spiritual leader). Additionally, they embrace a new understanding of rauti, a profoundly meaningful term that translates to ‘ornaments of beauty and protection.’. 

But rauti goes far beyond a piece of jewelry: ‘It is everything that enhances beauty. When I’m in rauti, there’s nothing I fear. It adorns and protects simultaneously.’ explains Júlia Yawanawa, coordinator of the Rauti Project. 

Explore the full story -  link in bio",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3293998030549213783_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3293986563766870853_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3293986563758471466_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3293986563758461712_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3293986563749887324_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3293986335051256781_7900577635.mp4,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3293376247747862663_7900577635.mp4,,,,3484,7,27,farmrio
"Nature Lovers is a love manifesto dedicated to the beauty we continuously discover in our encounters with the natural world and its peoples. In this opening act, we celebrate our long-lasting partnership with the Yawanawa women, female leaders, artists, and guardians of the forest who forever transformed our relationship with nature and our feminine essence. It is a privilege for us to share their strength and sensitivity with the world, offering clothes and jewelry that embody what we feel as the heart of the Amazon. 

Learn more at the link in bio.",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3292637579835999522_7900577635.mp4,,,,,,,,,,,1598,1,48,farmrio
"In the delicate fabric of our prints 
we cherish and weave together 
living stories of love and kinship 

The gentle feel of a bird’s song, 
the warm embrace of giant trees 
Colors shifting like freshwater, 
butterflies unveiling their gifts 

We gaze into the eyes of the forest 
Smiling to her native forms of wisdom 
From the highest flowers touching the sky 
to the earthy sweetness of her peoples 
 
So even if you’re not rooted within the wild, 
your body can still be grounded 
at the scent of every moment, 
moved by the healing power of beauty 
and a tender sense of oneness 

Creativity journeys through space and time 
to craft new ways of caring for the world around us 

Nature Lovers 
from the forest to your heart. 
 

Learn more at the link in bio.",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3292484108667186361_7900577635.mp4,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3291866174693415092_7900577635.mp4,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3291106829424705883_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3288983959521327994_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3288983959513038714_7900577635.jpg,,,,,,2840,5,34,farmrio
Ski clothes? We got you covered⛷️ w/ @vicmontanari #FARMRioLovers,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3288983959487788051_7900577635.jpg,,,,,,,,,,,10309,1,137,farmrio
"Join @lucymdonovan on a tour of the FARM Rio London store. We might be suspicious, but we feel like it’s a piece of art 🤩. Designed by the architect Marcelo Rosenbaum and weaving a poetic interpretation of Brazilian nature, it highlights exciting new collaborations. By the way, you’ll find an exclusive collection there. 👀 See you at 86 Kings Road, Chelsea!",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3288983959462538376_7900577635.jpg,,,,,,,,,,,9771,1,159,farmrio
"@laurenelson’s fit check ✨ #FARMRioLovers

Shop Carioca Tricot Puffer Jacket now!",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3288983959454312866_7900577635.jpg,,,,,,,,,,,816,1,8,farmrio
"Crafted in iron and brass in Ireland, the entrance door of FARM Rio London Store features very special details inspired by our own prints. It’s an immersive brand experience and yet that same borodogó.  See you at FARM Rio London – 86 King’s Road, Chelsea.",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3288983959454129912_7900577635.jpg,,,,,,,,,,,1046,1,12,farmrio
"One less lonely puffer ✨ 
w/ @justinbieber

Photo: Backgrid",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3288983959454119736_7900577635.jpg,,,,,,,,,,,54161,1,334,farmrio
Heart-shaped styles for an irresistibly heart-melting effect. Shop now our Valentine’s Day capsule!,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3286788718756309046_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3286788718756231716_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3286788718747799756_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3286788718747794436_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3286788718739582197_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3286788718739328188_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3286787780331089034_7900577635.jpg,,,,9704,7,89,farmrio
"FARM Rio <3 Copacabana Palace: When it comes to Rio’s effortless glamour, our partnership with the Copacabana Palace is here to remind you: trust in the classics. Discover the collab at farmrio.com",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3286787780331032209_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3286787780280780592_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3286787780238676529_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3286787780213689875_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3286787780213618339_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3286787780213555189_7900577635.jpg,,,,,1646,6,20,farmrio
"FARM Rio <3 Copacabana Palace: A match made in Rio.

Join us in celebrating the 100 years of a hotel that’s become a postcard adorned with our pieces and timeless lifestyle. We’ve designed two exclusive pieces to mark this special moment: a classic square scarf with a poetic portrait of the hotel and a beach-to-city chemise dress. 

Discover the collab at farmrio.com",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3286593429034299591_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3286593429026083298_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3286593428975655565_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3286593428967132792_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3286009298046953588_7900577635.mp4,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3284412157541426195_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3284412157541391042_7900577635.jpg,,,,1543,7,20,farmrio
Get the look with our #FARMRioLovers.,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3284412157532996045_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3284412157532989178_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3284412157524534320_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3284412157524503108_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3284412157524446047_7900577635.jpg,,,,,,2738,5,18,farmrio
NEW IN: Don’t wait for the weather to clear up. Get ready now with FARM Rio Pre-Spring Capsule. Discover the collection at farmrio.com.,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3284412157516245619_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3284412157516238369_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3284411521970028276_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3284411521961773598_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3284411521961641029_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3284411521961577505_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3284411521953333177_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3284411521944863135_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3284410495682491422_7900577635.jpg,,2081,9,15,farmrio
Get your mountain glow on with our ski collection. Tap to shop. #FARMRioLovers.,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3284410495674144824_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3284410495623789573_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3284410495615540173_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3284410495615370569_7900577635.jpg,,,,,,,1417,4,24,farmrio
NEW IN: Love is all you need – but wait till you see our Valentine’s Day capsule. Discover the collection at farmrio.com!,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3284410495607102418_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3283821571419416040_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3283821571310502845_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3283821571302227781_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3283821571302220209_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3283819989722368499_7900577635.jpg,,,,,2906,6,18,farmrio
"Our limited-edition pieces for FARM Rio London store are perfect for making a fashion statement. Shop @anaanaanaanaanaana’s Black Vintage Garden Trench Coat at 86 King’s Road, Chelsea.",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3283819989672131405_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3283819989671976585_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3283819989671894624_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3283819989663499969_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3283208002281774858_7900577635.mp4,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3281533469384625354_7900577635.jpg,,,,,5439,6,60,farmrio
"Check @patricia_zhou’s limited-edition looks on her favorite spots at our new London store. ✨

Meet yours at 86 King’s Road, Chelsea.",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3281533469376221113_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3281533469376179262_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3281533469367859032_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3281533469284084120_7900577635.jpg,,,,,,,872,4,11,farmrio
"Every detail at our FARM Rio London was designed to evoke delicate emotions and results from gorgeous, intricate artwork. Our watercolor wallpaper was hand-painted by the French artist Dominique Jardy. Based in Rio de Janeiro since 1985, she portrays in a romantic and poetic way the tropical Brazilian landscapes, native plants, and animals. See you at FARM Rio London – 86 King’s Road, Chelsea.",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3281532110044375264_7900577635.jpg,,,,,,,,,,,1256,1,20,farmrio
"Yes, we’ve got you covered with ski styles. Shop now at farmrio.com!",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3281532110035921967_7900577635.jpg,,,,,,,,,,,8496,1,123,farmrio
Need a dose of inspiration? Let our #FARMRioLovers be your guide. ✨,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3281532110010624599_7900577635.mp4,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3281532109994029636_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3281532109985511869_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3281532109985429223_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3278831678113168529_7900577635.jpg,,,,,,1217,5,4,farmrio
Get the @chloelecareux’s mixed Pineapple Garden Ski Jacket. Tap to shop. #FARMRioLovers,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3278831678096258148_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3278831678037513561_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3278831677995697880_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3278831677995563532_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3278831677995542130_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3278830381754283953_7900577635.jpg,,,,,1863,6,19,farmrio
"Classic yet far-from-boring looks. 
w/ @karenercolin #FARMRioLovers",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3278830381687252168_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3278830381687144830_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3278830381678863812_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3278827935116217781_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3278827935065905388_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3278827935065733849_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3278827935065710793_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3278827935057561337_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3278827935057504269_7900577635.jpg,,3448,9,43,farmrio
"FARM RIO & {FRIENDS} We invite you on a journey through surprising tropical-surrealist realms (where things are not always as they seem) with Alix. @alixduvernoy is a talented designer from Rio de Janeiro and her unique and playful perspective on fashion inspired our connection, which naturally evolved into a capsule collection as we realized how much we had in common. Join the fashion play!",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3278827935057446144_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3278827935049024019_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3278827935040677063_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3278821774874738797_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3278821774874692965_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3278821774841200518_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3278821774832895412_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3278821774832771052_7900577635.jpg,,,1052,8,5,farmrio
"Get inspired with our #FARMRioLovers for your ski moment.

w/ 
@lisepierron
@carlottabarolo
@hanakhalill 
@bloudyyyy_",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3278821774816073541_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3278821774816044736_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3278821774816015353_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3278081549324035588_7900577635.jpg,,,,,,,3444,4,36,farmrio
"Coloring London streets with Brazilian warmth. See you at FARM Rio London – 86 King’s Road, Chelsea.",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3278081549298879033_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3278081549282293616_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3278081549282225311_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3278081549282207003_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3278081549282164701_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3278081549265384343_7900577635.jpg,,,,,1503,6,11,farmrio
"Our new chapter with the FARM RIO London store has inspired us to create a commemorative print. Named ‘London Goes Bananas’, the print combines classic checkered patterns with our tropical flair, featuring flowers and bananas. Swipe to explore 🍌",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3278081549265380481_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3278080787604973491_7900577635.mp4,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3277390597475516791_7900577635.mp4,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3272267713207642111_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3272267713149123065_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3272267713149027437_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3272267713148916817_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3272267713140744275_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3272264910951229891_7900577635.jpg,,2849,9,40,farmrio
"Go behind the scenes of our new FARM Rio London store.
 
The space, designed by the architect Marcelo Rosenbaum and our FARM Rio team, wovens a poetic interpretation of Brazilian nature and highlights exciting new collaborations. From the hand-painted tropical wallpaper to the buriti straw fitting rooms, the marquetry-crafted panel (that has become the project’s soul), and the crafted in iron and brass entrance door, every detail at our FARM Rio London was designed  to evoke delicate emotions and results from gorgeous, intricate artwork.
 
See you at FARM Rio London – 86 King’s Road, Chelsea.",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3272264910842166555_7900577635.jpg,,,,,,,,,,,4805,1,161,farmrio
Embrace every little detail. ✨,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3272264910833836384_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3272264910833731649_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3272264910825543915_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3272263811120844613_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3272263811120760603_7900577635.jpg,,,,,,1657,5,15,farmrio
"Have you checked out our limited-edition pieces that pay tribute to the lively city of London? They are perfect for making a fashion statement. Shop @anaanaanaanaanaana’s Mushroom Fleece, exclusively available at our London store. Meet us at 86, Kings Road.",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3272263811112632154_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3272263811112555661_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3272263811112423153_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3272180435160510854_7900577635.mp4,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3272126815371094056_7900577635.jpg,,,,,,8265,5,115,farmrio
"Looking for a dose of inspiration this week? Let our #FARMRioLovers be your guiding light! ✨

w/
@pulgaarenas 
@carolperlingeiro
@lucy_monto 
@natashazoe
@kenziecashero",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3272126815345933236_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3272126815345878577_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3272126815337663847_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3272126815337487938_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3272125770326867638_7900577635.jpg,,,,,,1924,5,9,farmrio
Have you checked out our Ski Collection yet? Discover the styles in-store or online at farmrio.com 24/7.,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3272125770326867254_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3272125770242869736_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3272125770234592191_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3272125770234544440_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3272125770234348061_7900577635.jpg,,,,,,6332,5,52,farmrio
Bring happiness to rainy days with our Black Bossa Banana Umbrella.,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3272124191607382104_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3272124191532057823_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3272124191523693530_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3272124191523670177_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3272124191523555684_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3270008751670320945_7900577635.jpg,,,,,1261,6,15,farmrio
Swipe for outfit inspo guided by our #FARMRioLovers ✨,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3268484109155495750_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3268484109096811100_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3268484109096771123_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3268484109096765344_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3268484109088567510_7900577635.jpg,,,,,,1195,5,7,farmrio
Get @vicmontanari’s look - Discover the Mixed Tapestry Prints Knit Cardigan now.,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3267106370888634588_7900577635.jpg,,,,,,,,,,,7330,1,57,farmrio
"Hello London! Naturally, we couldn’t resist announcing our presence in one of the greatest creative capitals in the world with an exclusive capsule collection. For this special occasion, we’ve curated iconic designs that bear our signature as a House of Prints, reimagining Winter essentials such as denim, knitwear, jackets, raincoats with matching umbrellas, and much more. Discover the collection at 86, Kings Road.",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3267106370880219047_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3267106370838199246_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3267106370838078774_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3267106370829813660_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3267106370829800770_7900577635.jpg,,,,,,1540,5,23,farmrio
Coucou! Guess where we are landing next? 🥐,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3267106370821335074_7900577635.jpg,,,,,,,,,,,789,1,27,farmrio
"Meeting people is our passion, and this year we were in great company. ❤️",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3267105436431091562_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3267105436406042878_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3267105436397521827_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3267105436397502827_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3267105436389340997_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3267105436389167297_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3267105436380738363_7900577635.jpg,,,,3032,7,14,farmrio
"Each collection tells a story, and each collaboration is a chapter in this year’s journey. We’re so glad to have made even more friends this year.",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3267104425746410806_7900577635.mp4,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3267104194053116803_7900577635.mp4,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3267104194027933609_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3267104194011095091_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3267104194002917715_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3267104194002888069_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3267104194002822479_7900577635.jpg,,,,1633,7,9,farmrio
