Caption,Image Link 1,Image Link 10,Image Link 2,Image Link 3,Image Link 4,Image Link 5,Image Link 6,Image Link 7,Image Link 8,Image Link 9,Image URLs,Likes,Media Count,Number of Comments,Post Owner
"Hi guys, we are in Japan! 🇯🇵 On invitation of Mr. Kurosawa Hachiro, Mayor of Ueno-mura, to showcase our textile on a two day exhibition. We are thrilled to be at this picturesque little village and to see our old friend Otani san and his wife and meet all the wonderful people of Ueno.

#naturaldye#textilesofbhutan#textiles#textile#bhutanesetextile#bhutnaesetextiles#textilelover#mats#intircatemats#silk#supplementaryweft#weave#woven#kelzangtextiles#kelzanghandicraft#handicraft#craft#handicraftbhutan#bhutanesedress#kera#traditionalbelt#bhutan#thimphu",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2959799181791171645_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2959799181698850235_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2959799181724001317_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2959799181723974385_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2959799181715566629_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2959799181715565225_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2959799181715514752_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2959799181707302984_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2959799181707065045_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2959799181707057103_2096512471.jpg,,355,10,9,kelzangtextiles
"Thimphu Tshechu is finally back and Nyingtsen couldn’t have been more excited to get dressed in this beautiful ngosham vintage kira of her Ama’s paired with our vegetable dye silk rachu blending perfectly with our silk natural dye bag. Wishing everyone a blessed week accompanied with hope, strength and love. 💫

#bhutanesetraditionalbag#bag#traditionalbag#runner#tablerunner#textilesofbhutan#silk#naturaldyed#vegetabledyed#runner#ethinic#craft#weave#placemat#mats#weaver#intricate#textilelovers#handloom#kelzanghandicraft#kelzangtextiles#thimphu#naturaldyedrunner#bhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2942285570252470640_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2942285570252433537_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2942285570252234500_2096512471.jpg,,,,,,,,1470,3,2,kelzangtextiles
"Beautifully detailed natural dye silk place mats. They can also be left full length and used as a runner / wall hanging . Wishing evening one an amazing week ahead 💫.

#bhutanesetraditionalbag#bag#traditionalbag#runner#tablerunner#textilesofbhutan#silk#naturaldyed#vegetabledyed#runner#ethinic#craft#weave#placemat#mats#weaver#intricate#textilelovers#handloom#kelzanghandicraft#kelzangtextiles#thimphu#naturaldyedrunner#bhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2930371308090646299_2096512471.jpg,,,,,,,,,,,125,1,1,kelzangtextiles
"Ningtshen and Jikel helping us collect walnuts from the big old beautiful walnut tree right infront of our house. The walnut husk is separated and boiled for natural dyeing. Walnut gives us the rich earthy brown color. And Jikel singing on his uke was an add on fun! 🤩 

#textilesofbhutan#textilelover#handmade#runner#tablerunner#textilesofbhutan#silk#naturaldye#vegetabledyed#runner#ethinic#craft#weave##placemat#mats#kira#weaver#intricate#textilelovers#handloom#kelzanghandicraft#kelzangtextiles#thimphu#naturaldyedrunner#bhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2916967729232081093_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2916967729231851680_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2916967729223634230_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2916967729223509705_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2916967729223496082_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2916949351184351737_2096512471.mp4,,,,,170,6,4,kelzangtextiles
"Starting the week right with this pretty silk round bag 🤍.

#naturaldye#textilesofbhutan#textiles#textile#bhutanesetextile#bhutnaesetextiles#textilelover#mats#intircatemats#silk#supplementaryweft#weave#woven#kelzangtextiles#kelzanghandicraft#handicraft#craft#handicraftbhutan#bhutanese#bhutan#nettlefiber#nettle#tote#handmadebag#bhutanesebag",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2906090947775574587_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2906090947725343385_2096512471.jpg,,,,,,,,,202,2,2,kelzangtextiles
"Eighteen year old Kelzang on her pedal loom in 1986 with our good friend Otani san. Otani san works for a non profit called the NPO Earth Works Society. The beautiful panel they are holding is a matha metochem kira which was later bought by Otani san when Kelzang finished weaving the remaining panels. Kelzang and Choying will be soon joining Otani san in Japan for an exhibition 😃⭐️.

#naturaldye#textilesofbhutan#textiles#textile#bhutanesetextile#bhutnaesetextiles#textilelover#mats#intircatemats#silk#supplementaryweft#weave#woven#kelzangtextiles#kelzanghandicraft#handicraft#craft#handicraftbhutan#bhutanesedress#kera#traditionalbelt#bhutan#thimphu",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2905948767279094616_2096512471.jpg,,,,,,,,,,,225,1,0,kelzangtextiles
"Intricately woven silk kera in copper brown & baby blue with natural dye silk motifs & metallic details ⭐️

#naturaldye#textilesofbhutan#textiles#textile#bhutanesetextile#bhutnaesetextiles#textilelover#mats#intircatemats#silk#supplementaryweft#weave#woven#kelzangtextiles#kelzanghandicraft#handicraft#craft#handicraftbhutan#bhutanesedress#kera#traditionalbelt",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2901509727754573134_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2901509727746075306_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2901509727746072356_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2901509727737694391_2096512471.jpg,,,,,,,185,4,5,kelzangtextiles
"Silk purse with metal strap detail look so chic and pretty 😍.

#textilesofbhutan#textilelover#handmade#runner#tablerunner#textilesofbhutan#silk#naturaldyed#vegetabledyed#runner#ethinic#craft#weave#silkpurse#clutch#handmadepurse#intricate#textilelovers#handloom#kelzanghandicraft#kelzangtextiles#thimphu#naturaldyedrunner#bhutan#vintagebhutan#loom#traditionalloom#weaver#weaversofbhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2900315892605003993_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2900315892538061088_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2900315892538037474_2096512471.jpg,,,,,,,,148,3,2,kelzangtextiles
"Had to post these as our mini models looked too adorable in our tego jackets 🥰😍.

#textilesofbhutan#textilelover#handmade#runner#tablerunner#textilesofbhutan#silk#naturaldyed#vegetabledyed#runner#ethinic#craft#weave#placemat#mats#kira#weaver#intricate#textilelovers#handloom#kelzanghandicraft#kelzangtextiles#thimphu#naturaldyedrunner#tego#tegojacket#bhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2880124142901252967_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2880124142884349896_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2880124142875856875_2096512471.jpg,,,,,,,,441,3,3,kelzangtextiles
#textilesofbhutan#textilelover#handmade#runner#tablerunner#textilesofbhutan#silk#naturaldyed#vegetabledyed#runner#ethinic#craft#weave#placemat#mats#kira#weaver#intricate#textilelovers#handloom#kelzanghandicraft#kelzangtextiles#thimphu#naturaldyedrunner#tego#tegojacket,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2879214000181529604_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2879214000181441047_2096512471.jpg,,,,,,,,,103,2,0,kelzangtextiles
"Tego jacket in royal blue 🦋🔹🌀🧿. 

Happy Sunday ☀️

#textilesofbhutan#textilelover#handmade#runner#tablerunner#textilesofbhutan#silk#naturaldyed#vegetabledyed#runner#ethinic#craft#weave#placemat#mats#kira#weaver#intricate#textilelovers#handloom#kelzanghandicraft#kelzangtextiles#thimphu#naturaldyedrunner#tego#tegojacket",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2879206467865820669_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2879206467781794208_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2879206467773593107_2096512471.jpg,,,,,,,,261,3,5,kelzangtextiles
"Nettle tote , laptop cover & pouch with natural dye rawsilk details 🔅. 

Wishing everyone a wonderful day! 💛

#naturaldye#textilesofbhutan#textiles#textile#bhutanesetextile#bhutnaesetextiles#textilelover#mats#intircatemats#silk#supplementaryweft#weave#woven#kelzangtextiles#kelzanghandicraft#handicraft#craft#handicraftbhutan#bhutanese#bhutan#nettlefiber#nettle#tote#handmadebag#bhutanesebag",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2841414845233279142_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2841414845233203754_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2841414845224964414_2096512471.jpg,,,,,,,,91,3,2,kelzangtextiles
"Stunning kishuthara in this beautiful hue of turquoise green for @tensin_84 🔅🔅🔅

Thankyou aue for your support and for appreciating our work. We immensely cherish it la 💚.

#textilesofbhutan#textilelover#handmade#runner#tablerunner#textilesofbhutan#silk#naturaldyed#vegetabledyed#runner#ethinic#craft#weave#placemat#mats#kira#weaver#intricate#textilelovers#handloom#kelzanghandicraft#kelzangtextiles#thimphu#naturaldyedrunner#bhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2840964359510173941_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2840964359434757792_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2840964359434560172_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2840964359434535384_2096512471.jpg,,,,,,,1059,4,10,kelzangtextiles
"Pastel natural dye silk motifs on black cotton ground half Kira 🖤

#textilesofbhutan#textilelover#handmade#runner#tablerunner#textilesofbhutan#silk#naturaldyed#vegetabledyed#runner#ethinic#craft#weave#placemat#mats#kira#weaver#intricate#textilelovers#handloom#kelzanghandicraft#kelzangtextiles#thimphu#naturaldyedrunner#bhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2840956919972502260_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2840956919972426760_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2840956919888637414_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2840956919880180854_2096512471.jpg,,,,,,,75,4,4,kelzangtextiles
"On the loom today 😊. 

Kelzang is weaving a ‘Phechung’ Bhutanese traditional bag with natural dye rawsilk. They are woven on a backstrap loom, typically embellished with supplementary weft patterning techniques as ‘Kushutharas’. It is stitched together from one loom length, cut into two panels with lucky swastikas in the center. When the joined panels are folded to make the finished textile, the swastikas appear at the bottom of the bag.

#bhutanesetraditionalbag#bag#traditionalbag#runner#tablerunner#textilesofbhutan#silk#naturaldyed#vegetabledyed#runner#ethinic#craft#weave#placemat#mats#weaver#intricate#textilelovers#handloom#kelzanghandicraft#kelzangtextiles#thimphu#naturaldyedrunner#bhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2840243952305905325_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2840243952213670321_2096512471.jpg,,,,,,,,,201,2,3,kelzangtextiles
"🧿

#naturaldye#textilesofbhutan#textiles#textile#bhutanesetextile#bhutnaesetextiles#textilelover#mats#intircatemats#silk#supplementaryweft#weave#woven#kelzangtextiles#kelzanghandicraft#handicraft#craft#handicraftbhutan#bhutanesedress#kera#traditionalbelt",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2839553280913552993_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2839553280846384348_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2839553280829590775_2096512471.jpg,,,,,,,,61,3,1,kelzangtextiles
"A beautiful silk kera is a prerequisite for every women if you may 😊. Metallic gold hinted intricate motifs on a dusky black background 😍 ✨

#naturaldye#textilesofbhutan#textiles#textile#bhutanesetextile#bhutnaesetextiles#textilelover#mats#intircatemats#silk#supplementaryweft#weave#woven#kelzangtextiles#kelzanghandicraft#handicraft#craft#handicraftbhutan#bhutanesedress#kera#traditionalbelt",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2837419934932039290_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2837419934881911663_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2837419934730900788_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2837419934730727887_2096512471.jpg,,,,,,,123,4,2,kelzangtextiles
"Stripes ☄️One more from our tego jacket collection 🌷

#runner#tablerunner#textilesofbhutan#silk#naturaldyed#vegetabledyed#runner#ethinic#craft#weave#placemat#mats#weaver#intricate#textilelovers#handloom#kelzanghandicraft#kelzangtextiles#thimphu#naturaldyedrunner#bhutan#tego#jacket#tegojacket",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2836586144221966383_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2836586144171781218_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2836586144146446434_2096512471.jpg,,,,,,,,184,3,3,kelzangtextiles
"Miss Yangchen modeling our drawstring pouch , custom made for @goskini 🙃😍

#textilesofbhutan#textilelover#handmade#runner#tablerunner#textilesofbhutan#silk#naturaldyed#vegetabledyed#runner#ethinic#craft#weave##placemat#mats#kira#weaver#intricate#textilelovers#handloom#kelzanghandicraft#kelzangtextiles#thimphu#naturaldyedrunner#bhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2835770325367822879_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2835770325284084853_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2835770325283990705_2096512471.jpg,,,,,,,,80,3,1,kelzangtextiles
"Mustard yellow 〽️🔅. Vegetable dye rawsilk tego for @samanthamanti 😊. We hope you like it 💛.

#runner#tablerunner#textilesofbhutan#silk#naturaldyed#vegetabledyed#runner#ethinic#craft#weave#placemat#mats#weaver#intricate#textilelovers#handloom#kelzanghandicraft#kelzangtextiles#thimphu#naturaldyedrunner#bhutan#tego#jacket#tegojacket",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2835720868123180560_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2835720868114936676_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2835720868114770368_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2835720868106507676_2096512471.jpg,,,,,,,246,4,8,kelzangtextiles
"Bit of blue sky 🌌, silk place mats woven by our weavers in Minjey, Lhuntse.

#runner#tablerunner#textilesofbhutan#silk#naturaldyed#vegetabledyed#runner#ethinic#craft#weave#placemat#mats#weaver#intricate#textilelovers#handloom#kelzanghandicraft#kelzangtextiles#thimphu#naturaldyedrunner#bhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2819632194453359863_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2819632194445092277_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2819632194444991851_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2819632194444906899_2096512471.jpg,,,,,,,96,4,1,kelzangtextiles
"Happy weekend! 💐

Vegetable dye silk Kishuthara panel 🌸

#textilesofbhutan#textilelover#handmade#runner#tablerunner#textilesofbhutan#silk#naturaldye#vegetabledyed#runner#ethinic#craft#weave##placemat#mats#kira#weaver#intricate#textilelovers#handloom#kelzanghandicraft#kelzangtextiles#thimphu#naturaldyedrunner#bhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2817399697623628422_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2817399697615344377_2096512471.jpg,,,,,,,,,76,2,1,kelzangtextiles
"Vegetable dyed silk rachu in peach 🌸

#runner#tablerunner#textilesofbhutan#silk#naturaldyed#vegetabledyed#runner#ethinic#craft#weave#placemat#mats#weaver#intricate#textilelovers#handloom#kelzanghandicraft#kelzangtextiles#thimphu#naturaldyedrunner#bhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2808074563834085623_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2808074563825853059_2096512471.jpg,,,,,,,,,80,2,2,kelzangtextiles
"Made our sunny boy Jikel model our rawsilk kimono tego with fringe detail 😍. Sending love and blessing to everyone 😇🕊 .

#runner#tablerunner#textilesofbhutan#silk#naturaldyed#vegetabledyed#runner#ethinic#craft#weave#placemat#mats#weaver#intricate#textilelovers#handloom#kelzanghandicraft#kelzangtextiles#thimphu#naturaldyedrunner#bhutan#tego#jacket#tegojacket",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2795822235173449553_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2795822235173359447_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2795822235164872685_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2795822235156524576_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2795822235148271743_2096512471.jpg,,,,,,181,5,7,kelzangtextiles
"Hello Spring!! 🌸

This time around before the pandemic, we would be anticipating the arrival of the auspicious and popular Paro Tshechu, which is one of the most celebrated religious festival in Bhutan, and with it the multitude of foreign visitors. We hope it won’t be long before we get to revisit the glory of Paro Tshechu and other religious festivals ✨. 

The picture features one of our best seller. Intricate ‘thrima’ patterned silk on cotton placemats. 

Prayers for everyone suffering through this dreadful time 🙏.

#runner#tablerunner#textilesofbhutan#silk#naturaldyed#vegetabledyed#runner#ethinic#craft#weave#placemat#mats#weaver#intricate#textilelovers#handloom#kelzanghandicraft#kelzangtextiles#thimphu#naturaldyedrunner#bhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2792250769966188881_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2792250769957976603_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2792250769941158183_2096512471.jpg,,,,,,,,115,3,1,kelzangtextiles
"We are on the 15th day of the lockdown. We hope that everyone is keeping well and getting through this unsettling time with hope and determination. 

Looking forward to better days and in the meantime we hope you enjoy this elegant Kira panel with the intricate amulet or charm box ‘gau’ motif and hope that it’s brings us the protection we need ⭐️.

#textilesofbhutan#textilelover#handmade#runner#tablerunner#textilesofbhutan#silk#naturaldyed#vegetabledyed#runner#ethinic#craft#weave##placemat#mats#kira#weaver#intricate#textilelovers#handloom#kelzanghandicraft#kelzangtextiles#thimphu#naturaldyedrunner#bhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2790125944669846450_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2790125944544122577_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2790125944527203702_2096512471.jpg,,,,,,,,203,3,3,kelzangtextiles
Losar Tashi Delek. Wishing everyone a Happy Water Tiger Year. 🐯🎉💜,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2785662642816457327_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2785662642732489647_2096512471.jpg,,,,,,,,,181,2,6,kelzangtextiles
"Silk on cotton ‘Kera’ 🍂🍁. Love the ‘Drami - knot of eternity’ motif, which symbolizes the infinite wisdom of the Buddha and the union of compassion and understanding 🙏.",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2783627185068786888_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2783627185051986340_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2783627184993388894_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2783627184976686604_2096512471.jpg,,,,,,,113,4,1,kelzangtextiles
"Reposting our favorite’ vegetable dye rawsilk stole’ with figurative motifs.

#textilesofbhutan#textilelover#handmade#runner#tablerunner#textilesofbhutan#silk#naturaldyed#vegetabledyed#runner#ethinic#craft#weave#scarf#silkscarvesweaver#intricate#textilelovers#handloom#kelzanghandicraft#kelzangtextiles#thimphu#naturaldyedrunner#bhutan#vintagebhutan#loom#traditionalloom#weaver#weaversofbhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2782262912447102602_2096512471.jpg,,,,,,,,,,,123,1,1,kelzangtextiles
"Silk clutch with intricate ‘thrima’ motifs. Adore the peachy tone 🩰.

#textilesofbhutan#textilelover#handmade#runner#tablerunner#textilesofbhutan#silk#naturaldyed#vegetabledyed#runner#ethinic#craft#weave#silkpurse#clutch#handmadepurse#intricate#textilelovers#handloom#kelzanghandicraft#kelzangtextiles#thimphu#naturaldyedrunner#bhutan#vintagebhutan#loom#traditionalloom#weaver#weaversofbhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2782025069489543393_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2782025069480978770_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2782025069472729351_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2782025069464305121_2096512471.jpg,,,,,,,113,4,0,kelzangtextiles
"Waitin’ on Summer!! 🌸

Multi toned silk scarves 🍭

#textilesofbhutan#textilelover#handmade#runner#tablerunner#textilesofbhutan#silk#naturaldyed#vegetabledyed#runner#ethinic#craft#weave#scarf#silkscarvesweaver#intricate#textilelovers#handloom#kelzanghandicraft#kelzangtextiles#thimphu#naturaldyedrunner#bhutan#vintagebhutan#loom#traditionalloom#weaver#weaversofbhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2782015745190986679_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2782015745132321207_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2782015745132069286_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2782015745115319167_2096512471.jpg,,,,,,,68,4,0,kelzangtextiles
"Happy Birth Anniversary to His Majesty Druk Gyalpo Jigme Khesar Namgyel Wangchuck. Truly blessed and humbled by His Majesty’s selfless, unwavering and relentless leadership. Wishing His Majesty long life, good health and happiness. 

#peoplesking 🤴🏻💛",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2778315261531762457_2096512471.jpg,,,,,,,,,,,54,1,0,kelzangtextiles
"Shimmer & Shine ⭐️.

Silk runners with metallic embellishment⚡️.

#textilesofbhutan#textilelover#handmade#runner#tablerunner#textilesofbhutan#silk#naturaldyed#vegetabledyed#runner#ethinic#craft#weave##placemat#mats#weaver#intricate#textilelovers#handloom#kelzanghandicraft#kelzangtextiles#thimphu#naturaldyedrunner#bhutan#vintagebhutan#loom#traditionalloom#weaver#weaversofbhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2773562894219305440_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2773562894009610530_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2773562893992816297_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2773562893984514357_2096512471.jpg,,,,,,,81,4,1,kelzangtextiles
"One with a matching tego & koma ☀️🤗 and also because Thinley makes such a pretty model 😊.

#textilesofbhutan#textilelover#handmade#runner#tablerunner#textilesofbhutan#silk#naturaldyed#vegetabledyed#runner#ethinic#craft#weave##placemat#mats#weaver#intricate#textilelovers#handloom#kelzanghandicraft#kelzangtextiles#thimphu#naturaldyedrunner#bhutan#vintagebhutan#loom#traditionalloom#weaver#weaversofbhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2767610939185712641_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2767610939168997950_2096512471.jpg,,,,,,,,,137,2,1,kelzangtextiles
