Caption,Image Link 1,Image Link 10,Image Link 2,Image Link 3,Image Link 4,Image Link 5,Image Link 6,Image Link 7,Image Link 8,Image Link 9,Image URLs,Likes,Media Count,Number of Comments,Post Owner
"Vegetable dyed silk motifs on cotton ground. Simple kushuthara with detailed Japang paired with beautiful vintage tego.

Photo credit- @homecooked_by_chimmi @strangersinparadise_bhutan 
#textilesofbhutan#textile#textiles#warp#kira#traditional#vintage#silk#kelzangtextiles#kelzanghandicraft#bhutan#textilelover#weaver#weave#woven#intricate",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1853544145130704859_2096512471.jpg,,,,,,,,,,,205,1,4,kelzangtextiles
"Nothing is as beautiful and classic as a ‘Silk Kishuthara’. Pouches and place mats in this wonderful intricate fabric. 
#textilesofbhutan#kishuthara#textiles#textile#weave#woven#handwoven#intricate#beautiful#exquisite#silk#kira#purse#mats#bhutsnese#bhutan#bhutanesetextile#bhutanesetextiles",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1844773705889556633_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1844772994317415219_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1844772936880568183_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1844772927443539232_2096512471.jpg,,,,,,,168,4,5,kelzangtextiles
"Kinley Wangmo is an expert weaver/designer. She has won several awards from the Royal Textile Academy over the years for her kira designs. Always admire her creativity and eye for amazing color combinations and recreation of wonderful textiles based on old designs. If you are a textile enthusiast her store @tashiyoedbar is a must visit. She is currently working on this beautiful kira panel. Can already imagine how beautiful it’s going look even though the patterns are barely distinct. 
#textilesofbhutan#textilesdesigners#textile#kira#design#weaver#designer#art#creation#handwoven#weave#loom#handloom#textilestore#bhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1831064797991723954_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1831064780669381100_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1831064688235145699_2096512471.jpg,,,,,,,,101,3,2,kelzangtextiles
"Beautiful hues of green, yellow and lavender from leaves and fruits of Symplocos Myrtaceae. 
#orgaincdyeing#organic#natural#naturaldyeing#silk#yarndyeing#wild#plants#dyes#homedyeing#kelzanghandicraf#textilemaking#kelzangtextiles#bhutan#textiles",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1830359956067923457_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1830359949776483894_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1830359945204584575_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1830359928846708947_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1830339181302637295_2096512471.jpg,,,,,,80,5,2,kelzangtextiles
"Recreating figurative patterns on a runner form an old traditional ‘Tsamkhu’ bag. Tsamkhu’s are cylindrical drawstring bags used for transporting rice, flour and roasted grains. Nowadays ‘Tsamkhus’ are made from machine made rather than hand woven fabric and have ends made from commercial woolen felt. The one in the picture is a rare and beautiful piece made from fabric woven in nettle with indigo dyed blue and madder dyed red rawsilk motifs. 
#tsamkhu#bag#bhutan#bhutanesetextile#bhutanesetextiles#handmade#handwoven#old#naturaldyed#textile",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1800830242107714421_2096512471.jpg,,,,,,,,,,,78,1,1,kelzangtextiles
#bhutanesetextiles#bhutan#textiles#textilelover,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1745839155441501009_2096512471.jpg,,,,,,,,,,,201,1,9,kelzangtextiles
#kishuthara#bhutan#textile#kelzangtextiles,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1738286882674406754_2096512471.jpg,,,,,,,,,,,140,1,1,kelzangtextiles
Long live “The Dragon King.” Happy Birthday Your Majesty. 💛✨,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1719366327678622701_2096512471.jpg,,,,,,,,,,,53,1,1,kelzangtextiles
Marthra metochem paired with dark green rawsilk Tego ✨,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1712876431011003004_2096512471.jpg,,,,,,,,,,,93,1,0,kelzangtextiles
#vintagetextile#old#textile#textilesofbhutan#bhutan#beautiful#antique#woven#weave,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1712388803786478111_2096512471.jpg,,,,,,,,,,,91,1,0,kelzangtextiles
#vintagetextile#old#textile#textilesofbhutan#bhutan#beautiful#antique#woven#weave,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1712377980334695218_2096512471.jpg,,,,,,,,,,,56,1,1,kelzangtextiles
#vintagetextile#old#textile#textilesofbhutan#bhutan#beautiful#antique#woven#weave,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1712377621956542019_2096512471.jpg,,,,,,,,,,,83,1,1,kelzangtextiles
"Kelzang featured in Otani-san’s Book. Picture taken around 1989. She is seen on the left side page holding a beautiful rawsilk Kishuthara at her home in Changzamotg, Thimphu. 
#bhutan#textile#textiles#textilesofbhutan#bhutanesetextile#weaver#bhutaneseweaver#weave#woven#kira#kelzanghandicraft",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1710725000581739970_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1710724976800020761_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1710724863671147079_2096512471.jpg,,,,,,,,86,3,9,kelzangtextiles
Happy 2nd Birthday to our adorable Gyalsey HRH Jigme Namgyel Wangchuck ✨👑💛,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1707832956460941984_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1707832202719229986_2096512471.jpg,,,,,,,,,70,2,2,kelzangtextiles
"Vegetable dyed raw silk motifs on cotton ground. Traditional ‘Thara’ runners. 
bhutanesetextile#textilesofbhutan#textile#textiles#weave#woven#handwoven#handmade#runners#intricate#pattern#bhutan#naturaldyed#naturaldyes#kelzanghandicraft",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1707799787871377238_2096512471.jpg,,,,,,,,,,,96,1,2,kelzangtextiles
#textile#textiles#textilesofbhutan#bhutanesetextile#bhutan#loom#handloom#handmade#naturaldyedsilk#silk#weave#woven,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1642041341406698259_2096512471.jpg,,,,,,,,,,,80,1,1,kelzangtextiles
Kelzang in 1996 💙,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1613057901139386996_2096512471.jpg,,,,,,,,,,,55,1,1,kelzangtextiles
